Age,Rating,Weather_conditions,Traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Preparation_Time,Delivery_Time
34.0,4.8,Sandstorms,0,2,Drinks,electric_scooter,1.0,0,Metropolitian,24,9.315028811002955,10.0,14.0
36.0,4.7,Sunny,1,0,Meal,motorcycle,1.0,0,Urban,26,13.611544388190575,10.0,16.0
28.0,5.0,Sunny,1,1,Meal,scooter,1.0,0,Metropolitian,18,12.292848945038811,10.0,8.0
39.0,4.7,Stormy,3,2,Buffet,scooter,1.0,0,Metropolitian,29,13.611544388190575,15.0,14.0
38.0,4.6,Cloudy,0,2,Snack,electric_scooter,0.0,0,Metropolitian,16,1.554424975889475,15.0,1.0
22.0,4.7,Stormy,0,1,Snack,scooter,1.0,0,Metropolitian,14,3.0405415100027917,10.0,4.0
20.0,4.7,Stormy,3,2,Drinks,electric_scooter,0.0,0,Urban,28,19.395547662925235,10.0,18.0
33.0,4.8,Windy,2,2,Drinks,scooter,0.0,0,Metropolitian,31,6.217525604924386,15.0,16.0
20.0,3.2,Sunny,0,2,Snack,electric_scooter,1.0,0,Metropolitian,31,19.83957311102516,10.0,21.0
27.0,4.7,Sunny,3,1,Drinks,motorcycle,0.0,0,Metropolitian,15,10.427225702895106,10.0,5.0
34.0,4.0,Sandstorms,0,0,Meal,motorcycle,1.0,0,Metropolitian,34,7.651068542725116,10.0,24.0
33.0,4.3,Sandstorms,1,0,Snack,motorcycle,0.0,0,Metropolitian,46,20.25304812543042,5.0,41.0
34.0,4.6,Cloudy,0,0,Snack,motorcycle,1.0,0,Metropolitian,20,4.717601092054723,5.0,15.0
24.0,5.0,Cloudy,0,0,Buffet,motorcycle,0.0,0,Metropolitian,20,13.18491228608386,10.0,10.0
37.0,4.7,Windy,1,1,Snack,motorcycle,1.0,0,Metropolitian,24,13.762097103297643,15.0,9.0
25.0,4.6,Cloudy,3,1,Drinks,scooter,0.0,0,Metropolitian,33,10.703215446671857,5.0,28.0
27.0,4.6,Fog,0,1,Meal,scooter,0.0,0,Metropolitian,15,1.5302997807730145,5.0,10.0
31.0,4.8,Windy,0,2,Snack,scooter,1.0,0,Urban,26,7.762596264580148,15.0,11.0
22.0,4.6,Cloudy,3,0,Drinks,motorcycle,2.0,0,Metropolitian,49,19.916274899797408,10.0,39.0
39.0,4.0,Stormy,3,0,Meal,motorcycle,0.0,0,Urban,49,7.682703792667339,15.0,34.0
31.0,3.4,Sunny,0,0,Drinks,motorcycle,1.0,0,Metropolitian,34,16.824772113250837,15.0,19.0
22.0,4.8,Windy,0,0,Buffet,motorcycle,0.0,0,Metropolitian,15,10.867476143445908,15.0,0.0
27.0,4.8,Windy,0,2,Snack,scooter,0.0,0,Urban,10,3.0585514953413155,15.0,-5.0
37.0,4.9,Cloudy,3,1,Buffet,motorcycle,1.0,0,Metropolitian,33,9.12108977493757,5.0,28.0
35.0,3.6,Sandstorms,3,2,Drinks,scooter,1.0,0,Metropolitian,41,16.600066636057477,5.0,36.0
29.0,4.9,Sunny,1,0,Snack,motorcycle,0.0,0,Urban,18,4.663310851898783,10.0,8.0
20.0,4.3,Sandstorms,2,0,Buffet,motorcycle,2.0,0,Metropolitian,39,6.232152800668749,10.0,29.0
30.0,4.9,Fog,3,2,Buffet,scooter,1.0,0,Metropolitian,30,9.435201537430713,5.0,25.0
35.0,4.3,Sandstorms,1,1,Drinks,scooter,1.0,0,Metropolitian,37,10.72467208673564,15.0,22.0
38.0,4.6,Sunny,0,2,Meal,scooter,0.0,0,Metropolitian,26,11.007734763744619,5.0,21.0
27.0,4.8,Stormy,3,0,Drinks,motorcycle,1.0,0,Urban,22,4.657579589646204,15.0,7.0
37.0,4.6,Cloudy,0,1,Buffet,motorcycle,1.0,0,Urban,18,3.1046863669122655,5.0,13.0
37.0,4.9,Windy,2,2,Buffet,electric_scooter,0.0,0,Urban,25,1.465204236107831,5.0,20.0
29.0,5.0,Cloudy,3,2,Drinks,scooter,1.0,0,Metropolitian,36,11.91657558009644,5.0,31.0
21.0,4.7,Cloudy,2,1,Snack,scooter,1.0,0,Metropolitian,30,3.064404727369966,5.0,25.0
24.0,4.8,Cloudy,1,2,Buffet,scooter,1.0,0,Metropolitian,38,10.906257371570659,10.0,28.0
28.0,4.8,Cloudy,1,1,Buffet,motorcycle,1.0,0,Metropolitian,29,19.39446830388391,5.0,24.0
29.0,4.7,Cloudy,1,2,Drinks,scooter,0.0,0,Urban,15,9.056024276265347,10.0,5.0
37.0,5.0,Sunny,0,1,Snack,motorcycle,1.0,0,Metropolitian,14,8.936297424957562,15.0,-1.0
25.0,4.3,Sandstorms,0,0,Meal,motorcycle,0.0,0,Metropolitian,25,1.5525876685610622,10.0,15.0
32.0,5.0,Sunny,0,2,Snack,motorcycle,0.0,0,Metropolitian,14,7.600990561376193,10.0,4.0
33.0,4.0,Stormy,3,2,Meal,scooter,1.0,0,Metropolitian,31,4.406510550372121,10.0,21.0
29.0,5.0,Sandstorms,2,2,Snack,scooter,1.0,0,Urban,24,3.0736606152903136,10.0,14.0
31.0,4.9,Cloudy,0,2,Meal,motorcycle,0.0,0,Metropolitian,16,1.554619810773694,5.0,11.0
34.0,4.8,Cloudy,0,0,Meal,motorcycle,0.0,0,Metropolitian,24,4.469352052738077,15.0,9.0
25.0,4.1,Fog,3,2,Buffet,scooter,1.0,0,Urban,36,13.762197002525635,10.0,26.0
27.0,4.8,Fog,3,1,Drinks,scooter,0.0,0,Metropolitian,28,7.762635434587253,10.0,18.0
38.0,4.7,Sunny,1,0,Snack,motorcycle,1.0,0,Metropolitian,26,17.077999100718277,15.0,11.0
26.0,4.5,Sandstorms,1,2,Buffet,scooter,1.0,0,Metropolitian,26,20.28668721160972,5.0,21.0
31.0,4.9,Sandstorms,0,1,Snack,scooter,0.0,0,Metropolitian,26,7.790125828454116,10.0,16.0
39.0,4.3,Sandstorms,1,1,Buffet,scooter,1.0,0,Urban,33,13.583460272389507,5.0,28.0
22.0,4.8,Sandstorms,3,1,Buffet,motorcycle,1.0,0,Metropolitian,27,20.252967850083056,5.0,22.0
36.0,4.7,Cloudy,2,1,Snack,motorcycle,1.0,0,Metropolitian,39,3.145067434621583,15.0,24.0
20.0,4.5,Sandstorms,0,2,Meal,motorcycle,0.0,0,Metropolitian,15,1.5524082366562466,10.0,5.0
30.0,4.5,Sunny,0,0,Snack,motorcycle,1.0,0,Urban,28,12.418394742110447,5.0,23.0
32.0,4.5,Cloudy,1,0,Buffet,motorcycle,1.0,0,Metropolitian,35,19.760080920474554,5.0,30.0
34.0,4.8,Sandstorms,1,2,Buffet,electric_scooter,1.0,0,Metropolitian,21,19.879870677373702,5.0,16.0
34.0,4.6,Sandstorms,3,1,Drinks,scooter,1.0,0,Metropolitian,25,9.36367510199373,15.0,10.0
24.0,4.8,Cloudy,0,2,Meal,scooter,1.0,0,Metropolitian,24,12.236322809891128,10.0,14.0
35.0,4.1,Windy,0,0,Drinks,motorcycle,1.0,0,Urban,24,3.0734537599377685,15.0,9.0
24.0,4.8,Cloudy,1,0,Meal,motorcycle,1.0,0,Metropolitian,22,9.220397882984718,10.0,12.0
23.0,4.5,Sandstorms,3,1,Drinks,scooter,0.0,0,Metropolitian,25,9.348448896833318,5.0,20.0
25.0,4.3,Windy,0,0,Drinks,motorcycle,1.0,0,Urban,28,7.567742897860593,10.0,18.0
26.0,4.8,Sandstorms,3,1,Buffet,motorcycle,0.0,0,Urban,15,9.435201537430713,15.0,0.0
27.0,5.0,Sandstorms,1,0,Drinks,motorcycle,0.0,0,Metropolitian,17,4.5611524272563715,5.0,12.0
23.0,4.6,Fog,0,0,Meal,motorcycle,0.0,0,Metropolitian,16,3.116128490575321,10.0,6.0
33.0,4.4,Sandstorms,1,1,Meal,scooter,1.0,0,Metropolitian,32,19.614735355629914,15.0,17.0
37.0,4.2,Stormy,0,0,Meal,motorcycle,1.0,0,Metropolitian,34,3.018883117682491,10.0,24.0
33.0,4.5,Sunny,0,1,Meal,scooter,0.0,0,Metropolitian,21,19.615926964388624,15.0,6.0
24.0,4.8,Sunny,0,1,Meal,scooter,0.0,0,Urban,16,3.1161470193369545,10.0,6.0
32.0,4.6,Sandstorms,0,0,Snack,motorcycle,1.0,0,Metropolitian,24,9.220209378254708,5.0,19.0
22.0,4.6,Cloudy,0,0,Buffet,motorcycle,0.0,0,Metropolitian,17,4.663419307399213,15.0,2.0
28.0,4.8,Windy,3,2,Snack,scooter,1.0,0,Metropolitian,14,7.762596264580148,15.0,-1.0
35.0,4.4,Stormy,1,0,Meal,motorcycle,1.0,0,Metropolitian,44,19.688553005364493,15.0,29.0
23.0,4.6,Stormy,3,1,Buffet,scooter,1.0,0,Metropolitian,12,7.601681384871196,10.0,2.0
24.0,4.8,Sandstorms,1,2,Drinks,scooter,1.0,0,Urban,23,9.074486316335918,5.0,18.0
37.0,4.4,Sandstorms,0,0,Snack,motorcycle,0.0,0,Metropolitian,22,4.596576884051942,5.0,17.0
25.0,4.1,Stormy,3,0,Buffet,motorcycle,1.0,0,Metropolitian,33,19.36338289365832,5.0,28.0
34.0,4.7,Windy,0,0,Snack,motorcycle,1.0,0,Urban,28,19.614735355629914,5.0,23.0
29.0,4.8,Sunny,3,2,Snack,scooter,0.0,0,Urban,11,20.848074005447355,15.0,-4.0
26.0,4.7,Cloudy,1,1,Drinks,scooter,1.0,0,Metropolitian,28,12.292722741488559,10.0,18.0
30.0,4.9,Sunny,1,0,Buffet,motorcycle,1.0,0,Metropolitian,27,14.022182614282944,15.0,12.0
25.0,5.0,Cloudy,3,0,Snack,motorcycle,1.0,0,Metropolitian,46,16.824549100074805,15.0,31.0
28.0,4.1,Stormy,0,0,Snack,motorcycle,1.0,0,Urban,19,8.93752787352923,10.0,9.0
33.0,4.6,Cloudy,3,2,Buffet,electric_scooter,1.0,0,Metropolitian,36,12.291841945089606,10.0,26.0
22.0,4.6,Cloudy,0,1,Drinks,motorcycle,1.0,0,Metropolitian,20,12.256927745913815,5.0,15.0
20.0,4.6,Sandstorms,3,2,Snack,electric_scooter,0.0,0,Metropolitian,18,14.15280068944862,10.0,8.0
25.0,5.0,Stormy,3,0,Buffet,motorcycle,2.0,0,Urban,35,4.469162258883671,15.0,20.0
37.0,4.7,Sunny,1,1,Drinks,motorcycle,1.0,0,Metropolitian,24,7.763183552897837,15.0,9.0
33.0,4.7,Stormy,1,0,Meal,motorcycle,0.0,0,Metropolitian,43,13.828993309155415,5.0,38.0
38.0,4.6,Cloudy,0,1,Snack,scooter,0.0,0,Urban,30,10.587819003215479,15.0,15.0
23.0,4.6,Sandstorms,3,0,Drinks,motorcycle,1.0,0,Metropolitian,33,19.974200402690443,5.0,28.0
27.0,4.8,Fog,3,0,Buffet,motorcycle,0.0,0,Urban,23,4.476763082164043,15.0,8.0
28.0,4.5,Cloudy,0,0,Meal,motorcycle,1.0,0,Metropolitian,23,13.61128304620412,10.0,13.0
38.0,3.8,Stormy,3,1,Snack,motorcycle,1.0,0,Metropolitian,37,17.137660049154135,5.0,32.0
38.0,4.7,Fog,0,0,Buffet,motorcycle,0.0,0,Metropolitian,20,9.121491544069729,5.0,15.0
30.0,4.2,Sandstorms,3,1,Snack,motorcycle,1.0,0,Metropolitian,43,19.761050003538962,10.0,33.0
34.0,4.9,Fog,3,0,Meal,motorcycle,3.0,0,Semi-Urban,49,10.806640241071428,5.0,44.0
26.0,4.6,Windy,3,0,Drinks,motorcycle,0.0,0,Metropolitian,16,7.573225613488764,10.0,6.0
30.0,4.1,Fog,2,0,Buffet,motorcycle,1.0,0,Metropolitian,32,1.5093571915760948,15.0,17.0
20.0,5.0,Sandstorms,0,0,Buffet,motorcycle,1.0,0,Metropolitian,19,13.989916877275611,10.0,9.0
36.0,4.7,Stormy,0,1,Drinks,motorcycle,0.0,0,Metropolitian,22,3.1213024454301257,15.0,7.0
21.0,4.5,Cloudy,0,1,Buffet,motorcycle,1.0,0,Urban,13,7.601681384871196,5.0,8.0
38.0,4.3,Sunny,3,1,Drinks,scooter,1.0,0,Metropolitian,32,12.257490517738452,15.0,17.0
34.0,4.9,Stormy,3,1,Snack,scooter,1.0,0,Metropolitian,28,13.989532157306373,5.0,23.0
21.0,4.8,Fog,2,0,Snack,motorcycle,1.0,0,Metropolitian,27,3.040554821797033,15.0,12.0
34.0,4.9,Sunny,1,2,Meal,electric_scooter,1.0,0,Metropolitian,25,12.161069532201358,5.0,20.0
20.0,4.6,Fog,1,2,Meal,motorcycle,0.0,0,Metropolitian,26,12.256076445468295,10.0,16.0
37.0,4.7,Sandstorms,0,0,Buffet,motorcycle,0.0,0,Urban,28,16.827953238536708,10.0,18.0
29.0,4.7,Sandstorms,1,0,Snack,motorcycle,0.0,0,Metropolitian,22,12.58026782240096,10.0,12.0
37.0,4.2,Windy,0,0,Snack,motorcycle,1.0,0,Urban,31,3.0295617213530037,10.0,21.0
23.0,4.6,Sandstorms,3,1,Meal,scooter,0.0,0,Metropolitian,23,7.763607607839511,10.0,13.0
20.0,5.0,Windy,2,1,Drinks,scooter,1.0,0,Metropolitian,20,6.050438648835732,10.0,10.0
32.0,4.6,Sunny,0,0,Drinks,motorcycle,0.0,0,Metropolitian,20,2.980289542200211,15.0,5.0
36.0,4.9,Fog,0,2,Snack,motorcycle,1.0,0,Metropolitian,29,19.65875217196504,10.0,19.0
23.0,5.0,Cloudy,3,2,Snack,scooter,0.0,0,Urban,30,20.44292976252901,10.0,20.0
22.0,4.7,Cloudy,3,0,Drinks,motorcycle,1.0,0,Metropolitian,26,7.66095172081025,5.0,21.0
25.0,4.6,Stormy,3,0,Snack,motorcycle,1.0,0,Metropolitian,37,10.707286388618611,15.0,22.0
25.0,4.7,Sandstorms,0,0,Meal,motorcycle,0.0,0,Urban,22,19.659494006263994,10.0,12.0
28.0,4.9,Sunny,3,0,Snack,motorcycle,0.0,0,Metropolitian,21,12.435401342193114,15.0,6.0
30.0,4.7,Windy,0,1,Buffet,scooter,0.0,0,Urban,23,9.059810564279417,5.0,18.0
30.0,4.0,Sandstorms,1,0,Meal,motorcycle,0.0,0,Metropolitian,45,12.421242442902571,15.0,30.0
31.0,4.5,Cloudy,0,2,Snack,motorcycle,0.0,0,Metropolitian,17,8.812119870403658,10.0,7.0
34.0,4.8,Stormy,0,2,Meal,electric_scooter,1.0,0,Urban,21,16.647364725917534,10.0,11.0
39.0,5.0,Cloudy,0,0,Drinks,motorcycle,0.0,0,Urban,36,10.865675782880029,15.0,21.0
34.0,4.8,Fog,3,1,Snack,scooter,2.0,0,Urban,45,13.735754037289178,5.0,40.0
20.0,4.2,Stormy,0,0,Buffet,motorcycle,1.0,0,Metropolitian,16,8.811936584866034,15.0,1.0
23.0,4.8,Windy,1,0,Meal,motorcycle,1.0,0,Metropolitian,28,17.097896810816284,10.0,18.0
36.0,3.8,Sandstorms,3,1,Drinks,motorcycle,0.0,0,Metropolitian,39,16.368443538636935,10.0,29.0
27.0,4.4,Sunny,2,0,Buffet,motorcycle,3.0,0,Urban,49,6.147038743530447,5.0,44.0
30.0,5.0,Sunny,3,2,Snack,electric_scooter,1.0,0,Metropolitian,18,14.022253362357834,5.0,13.0
21.0,5.0,Windy,2,0,Snack,motorcycle,1.0,0,Metropolitian,20,6.128899374764089,5.0,15.0
35.0,4.9,Windy,0,2,Buffet,electric_scooter,0.0,0,Urban,16,19.661098170299198,15.0,1.0
33.0,4.4,Sandstorms,3,0,Buffet,motorcycle,2.0,0,Metropolitian,48,19.839448163880707,10.0,38.0
27.0,5.0,Fog,2,1,Drinks,motorcycle,1.0,0,Metropolitian,22,6.080949025950904,10.0,12.0
36.0,4.7,Cloudy,1,0,Meal,motorcycle,2.0,0,Metropolitian,38,13.610807781529353,10.0,28.0
38.0,4.5,Cloudy,3,0,Drinks,motorcycle,2.0,1,Metropolitian,54,12.257490517738452,15.0,39.0
22.0,4.5,Sandstorms,1,2,Drinks,scooter,0.0,0,Urban,26,6.037118440222451,5.0,21.0
34.0,4.6,Sunny,3,2,Meal,scooter,0.0,0,Metropolitian,25,13.972131143083212,15.0,10.0
39.0,3.7,Windy,3,1,Buffet,motorcycle,2.0,0,Metropolitian,40,16.72238039080485,10.0,30.0
33.0,5.0,Windy,2,1,Buffet,scooter,1.0,0,Metropolitian,30,1.5580772559330351,5.0,25.0
22.0,4.9,Sunny,0,1,Meal,motorcycle,1.0,0,Metropolitian,23,1.532229188735096,15.0,8.0
34.0,4.9,Cloudy,0,2,Meal,scooter,1.0,0,Metropolitian,17,1.5318406299867455,15.0,2.0
30.0,4.7,Fog,3,2,Snack,scooter,1.0,0,Metropolitian,36,13.970122998261997,15.0,21.0
39.0,4.8,Fog,0,1,Meal,motorcycle,0.0,0,Metropolitian,15,1.5102059212854184,5.0,10.0
30.0,4.8,Fog,0,0,Buffet,motorcycle,1.0,0,Metropolitian,28,4.656983638230307,5.0,23.0
30.0,4.3,Sandstorms,1,0,Buffet,motorcycle,1.0,0,Metropolitian,32,16.635770753608572,10.0,22.0
22.0,4.8,Stormy,0,1,Buffet,motorcycle,0.0,0,Urban,10,7.80262997788551,5.0,5.0
39.0,4.8,Windy,1,1,Meal,scooter,1.0,0,Urban,30,4.663411524934487,5.0,25.0
31.0,4.4,Stormy,0,0,Meal,motorcycle,0.0,0,Metropolitian,26,1.5367917694809952,5.0,21.0
26.0,4.8,Fog,0,0,Buffet,motorcycle,1.0,0,Metropolitian,20,3.024984591596264,10.0,10.0
27.0,4.8,Sunny,3,2,Drinks,scooter,0.0,0,Urban,15,20.85172635753384,10.0,5.0
33.0,4.8,Fog,3,0,Snack,motorcycle,3.0,0,Metropolitian,44,10.641490945494409,15.0,29.0
39.0,4.8,Cloudy,3,0,Snack,motorcycle,2.0,0,Metropolitian,49,10.86869350467311,10.0,39.0
25.0,4.7,Windy,1,2,Meal,motorcycle,1.0,0,Metropolitian,23,5.874816158028467,10.0,13.0
36.0,4.7,Fog,1,0,Buffet,motorcycle,1.0,0,Metropolitian,38,20.182728114832916,10.0,28.0
27.0,4.5,Sandstorms,0,1,Meal,scooter,0.0,0,Urban,16,7.562921044749782,15.0,1.0
26.0,4.8,Stormy,0,1,Snack,scooter,0.0,0,Metropolitian,17,1.5095756042667012,5.0,12.0
30.0,5.0,Cloudy,2,0,Drinks,motorcycle,1.0,0,Metropolitian,25,6.081204324626466,10.0,15.0
35.0,4.6,Cloudy,2,0,Snack,motorcycle,0.0,0,Urban,26,6.290134677634678,15.0,11.0
26.0,4.5,Cloudy,3,0,Buffet,motorcycle,1.0,1,Urban,45,17.29786575291325,15.0,30.0
28.0,5.0,Fog,0,0,Buffet,motorcycle,1.0,0,Metropolitian,20,1.498149229702275,10.0,10.0
27.0,5.0,Windy,3,2,Buffet,electric_scooter,1.0,0,Urban,26,12.257490517738452,10.0,16.0
35.0,4.3,Fog,3,2,Snack,scooter,1.0,0,Metropolitian,46,12.416871691606959,10.0,36.0
32.0,4.8,Windy,3,0,Drinks,motorcycle,1.0,0,Metropolitian,36,13.48132579310492,5.0,31.0
27.0,4.5,Fog,1,1,Snack,scooter,1.0,0,Urban,18,7.761160094160204,5.0,13.0
36.0,4.1,Stormy,1,2,Meal,scooter,2.0,0,Metropolitian,38,20.20634489518928,10.0,28.0
22.0,4.7,Stormy,3,2,Buffet,motorcycle,0.0,0,Metropolitian,15,20.44292976252901,5.0,10.0
22.0,4.5,Fog,0,2,Snack,electric_scooter,0.0,0,Urban,14,9.32728515796102,10.0,4.0
23.0,4.6,Sunny,0,0,Buffet,motorcycle,0.0,0,Metropolitian,21,12.25501434480783,15.0,6.0
32.0,4.6,Cloudy,3,0,Drinks,motorcycle,1.0,0,Metropolitian,48,12.419709768770852,10.0,38.0
22.0,4.8,Sunny,0,1,Snack,scooter,1.0,0,Metropolitian,17,2.979410112022739,10.0,7.0
24.0,4.9,Sandstorms,0,1,Drinks,motorcycle,0.0,0,Urban,10,1.5525820816228664,10.0,0.0
24.0,4.6,Sandstorms,0,2,Drinks,motorcycle,0.0,0,Urban,10,1.5203573134022046,15.0,-5.0
31.0,4.9,Fog,1,2,Buffet,electric_scooter,1.0,0,Urban,44,16.641014927987907,15.0,29.0
32.0,4.4,Stormy,3,2,Buffet,electric_scooter,2.0,0,Metropolitian,42,11.91712870001259,10.0,32.0
22.0,4.5,Stormy,0,1,Meal,scooter,0.0,0,Metropolitian,15,3.018841258628892,15.0,0.0
36.0,4.6,Sandstorms,0,2,Buffet,motorcycle,1.0,0,Metropolitian,25,7.683608397233649,15.0,10.0
30.0,4.7,Fog,2,2,Snack,scooter,0.0,0,Metropolitian,27,5.992163616430426,10.0,17.0
38.0,4.9,Windy,0,2,Buffet,motorcycle,0.0,0,Metropolitian,21,9.056095962462345,15.0,6.0
25.0,5.0,Cloudy,0,1,Buffet,motorcycle,0.0,0,Metropolitian,16,1.4688455357648884,15.0,1.0
34.0,4.5,Windy,0,1,Meal,scooter,1.0,0,Metropolitian,20,1.554424975889475,5.0,15.0
27.0,4.6,Fog,2,2,Snack,motorcycle,1.0,0,Urban,21,5.873868911817922,10.0,11.0
38.0,4.6,Sunny,1,0,Snack,motorcycle,1.0,0,Metropolitian,30,20.25304812543042,15.0,15.0
28.0,4.5,Cloudy,0,0,Snack,motorcycle,0.0,0,Metropolitian,22,20.85172635753384,10.0,12.0
25.0,5.0,Windy,3,1,Drinks,scooter,1.0,0,Metropolitian,20,10.641157729337541,15.0,5.0
29.0,4.8,Sunny,3,0,Meal,motorcycle,1.0,0,Metropolitian,15,13.184483852766967,10.0,5.0
36.0,4.8,Cloudy,2,0,Buffet,motorcycle,1.0,0,Metropolitian,26,6.037193175494637,15.0,11.0
27.0,4.9,Windy,0,2,Meal,motorcycle,0.0,0,Metropolitian,12,1.4652416016159375,10.0,2.0
21.0,4.7,Fog,2,2,Snack,scooter,1.0,0,Urban,23,6.21800119018663,15.0,8.0
25.0,4.1,Sandstorms,0,0,Meal,motorcycle,1.0,0,Metropolitian,21,3.1051298892163754,15.0,6.0
39.0,3.6,Cloudy,0,2,Snack,scooter,2.0,0,Metropolitian,38,10.88107784923287,15.0,23.0
27.0,4.9,Windy,3,0,Drinks,motorcycle,1.0,0,Metropolitian,23,7.6470478692714,5.0,18.0
29.0,4.7,Windy,2,2,Snack,scooter,1.0,0,Metropolitian,28,6.232193723015724,10.0,18.0
31.0,4.8,Sunny,0,1,Snack,motorcycle,0.0,0,Metropolitian,16,1.5580833985948437,10.0,6.0
34.0,4.8,Fog,3,1,Snack,motorcycle,2.0,0,Metropolitian,45,13.89593366321021,10.0,35.0
35.0,4.3,Sunny,3,0,Buffet,motorcycle,1.0,0,Metropolitian,36,13.589015006159281,5.0,31.0
25.0,4.8,Sandstorms,1,0,Meal,motorcycle,1.0,0,Metropolitian,26,10.868667520702992,10.0,16.0
38.0,4.7,Fog,2,1,Meal,scooter,1.0,0,Metropolitian,28,1.4897995018082963,15.0,13.0
26.0,4.3,Fog,3,1,Buffet,motorcycle,1.0,0,Urban,33,12.116905670047105,15.0,18.0
32.0,4.4,Fog,2,1,Buffet,motorcycle,1.0,0,Metropolitian,39,6.146243658393431,5.0,34.0
33.0,4.8,Sunny,1,0,Snack,motorcycle,1.0,0,Metropolitian,25,6.1198667120156145,5.0,20.0
31.0,4.3,Sunny,1,0,Drinks,motorcycle,1.0,0,Metropolitian,37,20.17791304134863,10.0,27.0
30.0,4.6,Fog,0,2,Meal,motorcycle,1.0,0,Metropolitian,17,9.074573554008944,15.0,2.0
32.0,5.0,Fog,3,1,Meal,motorcycle,2.0,0,Metropolitian,39,7.683765443180289,10.0,29.0
36.0,4.8,Fog,0,1,Snack,motorcycle,0.0,0,Urban,15,1.552697443893239,5.0,10.0
29.0,4.8,Sunny,0,1,Drinks,scooter,1.0,0,Urban,20,4.674220356187266,5.0,15.0
31.0,4.2,Stormy,1,2,Drinks,motorcycle,1.0,0,Metropolitian,31,4.674280112157379,5.0,26.0
35.0,4.6,Sunny,1,1,Drinks,motorcycle,0.0,0,Metropolitian,15,19.975741216257433,10.0,5.0
31.0,4.3,Cloudy,3,1,Meal,scooter,2.0,0,Metropolitian,48,20.20724042537554,10.0,38.0
30.0,3.5,Stormy,3,1,Buffet,scooter,1.0,0,Metropolitian,35,17.138074588551884,10.0,25.0
38.0,4.9,Stormy,3,0,Drinks,motorcycle,1.0,0,Urban,39,11.936215305491464,5.0,34.0
38.0,4.9,Sunny,3,2,Meal,motorcycle,1.0,0,Metropolitian,30,13.480957508143813,10.0,20.0
27.0,4.8,Fog,0,2,Drinks,motorcycle,1.0,0,Metropolitian,12,3.104782360921429,5.0,7.0
23.0,4.7,Cloudy,0,2,Snack,electric_scooter,1.0,0,Metropolitian,17,3.1161407812915187,10.0,7.0
31.0,4.9,Windy,0,1,Snack,scooter,0.0,0,Urban,21,3.1089700084222183,5.0,16.0
29.0,4.4,Stormy,0,0,Meal,motorcycle,0.0,0,Urban,26,1.520309052937885,10.0,16.0
31.0,4.8,Sunny,0,0,Snack,motorcycle,0.0,0,Metropolitian,25,4.561152341209805,5.0,20.0
25.0,4.8,Sunny,1,0,Meal,motorcycle,1.0,0,Metropolitian,24,17.29786575291325,5.0,19.0
25.0,4.9,Cloudy,0,2,Meal,electric_scooter,0.0,0,Urban,24,17.29786575291325,10.0,14.0
29.0,4.9,Sandstorms,3,1,Buffet,motorcycle,0.0,0,Urban,20,16.385730104308024,10.0,10.0
34.0,4.8,Stormy,0,2,Meal,scooter,1.0,0,Metropolitian,27,7.660205777239119,5.0,22.0
29.0,4.8,Fog,1,1,Meal,motorcycle,0.0,0,Urban,10,6.1288740968464825,15.0,-5.0
34.0,4.9,Fog,0,2,Drinks,scooter,1.0,0,Urban,19,1.5124736191451338,10.0,9.0
35.0,5.0,Stormy,1,1,Meal,motorcycle,1.0,0,Metropolitian,31,7.8626681674103684,10.0,21.0
33.0,4.6,Fog,0,2,Buffet,scooter,0.0,0,Metropolitian,16,3.105492716560946,10.0,6.0
27.0,4.9,Sandstorms,0,0,Meal,motorcycle,0.0,0,Metropolitian,20,20.44292976252901,15.0,5.0
38.0,4.8,Sunny,0,2,Snack,scooter,0.0,0,Metropolitian,17,13.971950882978046,5.0,12.0
35.0,4.3,Sandstorms,2,2,Meal,motorcycle,1.0,0,Metropolitian,32,1.5545625412407003,10.0,22.0
23.0,4.0,Windy,3,0,Drinks,motorcycle,1.0,0,Urban,37,14.15280068944862,15.0,22.0
38.0,3.6,Stormy,1,2,Drinks,motorcycle,1.0,0,Metropolitian,34,12.435204072231338,5.0,29.0
30.0,4.1,Sandstorms,1,0,Snack,motorcycle,0.0,0,Metropolitian,32,17.0767871164594,15.0,17.0
26.0,4.6,Sandstorms,0,2,Snack,scooter,1.0,0,Metropolitian,15,9.220368460607467,10.0,5.0
25.0,2.9,Sunny,0,1,Meal,scooter,1.0,0,Metropolitian,39,10.725127399399225,15.0,24.0
32.0,4.7,Cloudy,3,1,Buffet,motorcycle,1.0,0,Metropolitian,32,7.546680469081603,15.0,17.0
21.0,4.5,Cloudy,2,1,Buffet,motorcycle,0.0,0,Metropolitian,20,6.232193723015724,15.0,5.0
25.0,4.6,Cloudy,1,2,Snack,motorcycle,1.0,0,Metropolitian,26,20.44292976252901,5.0,21.0
23.0,4.6,Sandstorms,3,1,Drinks,motorcycle,0.0,0,Metropolitian,18,16.72141633133003,10.0,8.0
37.0,4.6,Stormy,3,2,Buffet,motorcycle,1.0,0,Urban,29,9.348356419300423,5.0,24.0
24.0,4.9,Fog,0,0,Snack,motorcycle,0.0,0,Urban,23,20.856833724898493,10.0,13.0
34.0,4.7,Sunny,0,0,Drinks,motorcycle,0.0,0,Urban,28,13.58963865201271,10.0,18.0
